cost        CG2        HBCS        ScaleStar        OPT
1        289.22        289.22        289.22        289.22
2        235.25        267.55        267.55        235.25
3        191.48        267.34        191.48        191.48
4        180.64        245.66        180.64        180.64
5        169.59        234.82        169.59        169.59
6        153.44        158.75        158.75        153.44
7        142.6        158.75        155.14        142.6
8        131.55        158.75        151.45        131.55
9        120.71        120.71        120.71        120.71
10        117.1        120.71        117.1        117.1
11        113.42        120.71        113.42        113.42
12        108.03        108.03        109.8        108.03
13        104.42        108.03        109.8        104.42
14        102.61        104.42        109.8        100.74
15        97.13        104.42        97.13        97.13
16        95.32        98.08        97.13        95.32
17        93.48        98.08        97.13        93.48
18        90.79        98.08        97.13        90.79
19        87.14        98.08        97.13        87.14
20        85.33        85.33        97.13        85.33
