cost        CG2        HBCS        ScaleStar        OPT
1        372.18        395.55        395.55        372.18
2        300.35        300.35        300.35        300.35
3        245.53        284.62        245.53        245.53
4        229.8        229.8        229.8        229.8
5        218.11        284.2        224.56        218.11
6        197.92        237.03        197.92        197.92
7        182.2        182.2        182.2        182.2
8        170.51        236.88        176.96        170.51
9        154.79        221.16        154.79        154.79
10        149.55        166.33        149.55        149.55
11        145.65        166.33        149.55        145.65
12        138.92        138.92        138.92        138.92
13        133.68        138.92        133.68        133.68
14        129.78        129.78        133.68        129.78
15        124.54        129.78        124.54        124.54
16        121.92        125.21        124.54        121.92
17        119.97        119.97        124.54        119.97
18        116.61        119.97        124.54        116.61
19        113.99        119.97        124.54        113.99
20        109.42        109.42        124.54        109.42
