cost        CG2        HBCS        ScaleStar        OPT
1        425.2        425.2        425.2        425.2
2        415.2        396.3        425.2        396.3
3        277.72        386.3        277.72        277.72
4        248.82        248.82        248.82        248.82
5        239.19        248.82        239.19        239.19
6        271.98        386.3        239.19        234.38
7        243.08        243.08        248.82        234.38
8        233.44        243.08        239.19        203.99
9        175.09        175.09        175.09        175.09
10        165.45        243.08        165.45        165.45
11        160.64        243.08        165.45        160.64
12        171.46        171.46        165.45        160.64
13        157.01        171.46        165.45        157.01
14        171.46        150.51        165.45        150.51
15        140.88        150.51        140.88        140.88
16        136.06        150.51        140.88        136.06
17        137.96        150.51        140.88        136.06
18        133.14        150.51        140.88        133.14
19        133.14        150.51        140.88        133.14
20        123.77        123.77        140.88        123.77
