cost        CG2        HBCS        ScaleStar        OPT
1        514.5        514.5        514.5        514.5
2        413.35        411.65        411.65        411.65
3        310.5        411.65        310.5        310.5
4        299.17        302        299.17        299.17
5        297.75        360.22        299.17        297.75
6        247.18        250.58        250.58        247.18
7        242.92        250.58        247.74        242.92
8        204.25        250.58        247.74        204.25
9        192.92        195.75        192.92        192.92
10        191.5        233.43        192.92        191.5
11        178.61        178.61        192.92        178.61
12        174.64        178.61        175.78        174.36
13        173.22        178.61        175.78        173.22
14        173.22        160.33        175.78        160.33
15        156.08        160.33        157.5        156.08
16        156.08        160.33        157.5        156.08
17        148.36        151.2        157.5        148.36
18        146.95        151.2        157.5        146.95
19        146.95        151.2        157.5        146.95
20        138.38        138.38        157.5        138.38
