cost        CG2        HBCS        ScaleStar        OPT
1        365.5        365.5        365.5        365.5
2        293.68        293.68        293.68        293.68
3        224.83        280.92        224.83        224.83
4        212.08        283.26        212.08        212.08
5        207.83        257.76        207.83        207.83
6        188.91        245.01        188.91        188.91
7        176.16        176.16        176.16        176.16
8        154.49        176.16        171.91        154.49
9        141.74        141.74        141.74        141.74
10        137.49        141.74        137.49        137.49
11        129.77        130.26        129.77        129.77
12        125.52        130.26        125.52        125.52
13        123.39        129.77        125.52        123.39
14        118.29        118.29        125.52        118.29
15        114.04        118.29        114.04        114.04
16        111.92        112.55        114.04        111.92
17        108.06        112.55        114.04        108.06
18        105.93        112.55        114.04        105.93
19        105.93        112.55        114.04        105.93
20        100.19        100.19        114.04        100.19
