cost        CG2        HBCS        ScaleStar        OPT
1        924.36        924.36        924.36        924.36
2        750.75        752.03        752.03        750.75
3        561.2        561.2        561.2        561.2
4        538.25        691.68        538.25        538.25
5        535.38        640.04        538.25        535.38
6        448.58        449.21        449.21        448.58
7        439.97        440.61        443.48        439.97
8        439.97        405.44        443.48        405.44
9        353.8        353.8        348.06        348.06
10        345.19        345.19        348.06        345.19
11        345.19        339.21        348.06        339.21
12        316.26        316.26        316.47        316.26
13        313.39        313.6        316.47        313.39
14        290.4        290.4        290.4        290.4
15        281.8        281.8        284.67        281.8
16        281.8        326.14        284.67        281.8
17        268.76        268.76        284.67        268.76
18        265.9        265.9        284.67        265.9
19        265.9        265.9        284.67        265.9
20        250.1        250.1        284.67        250.1
