cost        CG2        HBCS        ScaleStar        OPT
1        556.25        556.25        556.25        556.25
2        434.25        515.88        434.25        434.25
3        366.28        515.88        366.28        366.28
4        325.9        325.9        325.9        325.9
5        325.9        325.9        325.9        325.9
6        296.12        393.88        325.9        296.12
7        255.75        255.75        255.75        255.75
8        242.29        255.75        242.29        242.29
9        230.91        393.88        230.91        230.91
10        217.45        255.75        217.45        217.45
11        210.73        255.75        217.45        210.73
12        199.25        199.25        217.45        199.25
13        185.79        199.25        185.79        185.79
14        186.69        199.25        185.79        179.06
15        185.79        199.25        185.79        173.23
16        179.06        199.25        185.79        173.23
17        169.96        199.25        185.79        166.5
18        169.96        199.25        185.79        166.5
19        163.23        199.25        185.79        163.23
20        163.23        163.23        185.79        163.23
