cost        CG2        HBCS        ScaleStar        OPT
1        761.38        761.38        761.38        761.38
2        597.75        627.08        627.08        597.75
3        463.45        463.45        463.45        463.45
4        441.14        559.92        441.14        441.14
5        433.7        440.92        433.7        433.7
6        381.64        373.99        373.99        373.99
7        359.32        366.55        366.55        359.32
8        314.49        314.49        314.49        314.49
9        292.18        292.18        292.18        292.18
10        284.74        284.74        284.74        284.74
11        281.02        287.22        284.74        281.02
12        264.9        264.9        262.35        262.35
13        253.75        318.21        262.35        253.75
14        242.52        273.58        242.52        242.52
15        235.08        243.83        235.08        235.08
16        231.36        240.11        235.08        231.33
17        223.89        228.89        235.08        223.89
18        217.73        217.73        235.08        217.73
19        217.73        217.73        235.08        217.69
20        206.54        206.54        235.08        206.54
