cost        CG2        HBCS        ScaleStar        OPT
1        645.85        664.98        664.98        645.85
2        530.68        530.68        530.68        530.68
3        429.52        623.96        429.52        429.52
4        429.52        489.66        429.52        429.52
5        378.95        388.51        388.51        378.95
6        362.38        422.51        374.84        362.38
7        321.36        321.36        321.36        321.36
8        311.8        321.36        321.36        311.8
9        270.79        400.13        270.79        270.79
10        270.79        298.98        270.79        270.79
11        253.93        298.98        257.12        253.93
12        248.4        248.4        257.12        248.4
13        231.55        231.55        234.73        231.55
14        231.55        231.55        234.73        231.55
15        217.87        223.12        217.87        217.87
16        211.04        223.12        217.87        211.04
17        206.68        223.12        217.87        206.68
18        206.68        223.12        217.87        202.61
19        198.25        223.12        217.87        198.25
20        191.42        191.42        217.87        191.42
