cost        CG2        HBCS        ScaleStar        OPT
1        549.05        549.05        549.05        549.05
2        442.8        520.58        492.95        442.8
3        348.45        483.18        348.45        348.45
4        329.75        357.38        329.75        329.75
5        301.28        301.28        301.28        301.28
6        295.04        295.04        295.04        295.04
7        266.85        291.92        291.78        266.85
8        238.37        238.37        238.37        238.37
9        219.67        219.67        219.67        219.67
10        210.18        213.44        210.18        210.18
11        203.95        248.58        203.95        203.95
12        219.67        211.17        203.95        200.83
13        186.24        186.24        203.95        186.24
14        182.98        183.12        182.98        182.98
15        176.75        197.58        176.75        176.75
16        172        178.88        176.75        172
17        168.89        172.64        176.75        168.89
18        163.15        169.53        176.75        163.15
19        160.03        169.53        176.75        160.03
20        155.29        155.29        176.75        155.29
