cost        CG2        HBCS        ScaleStar        OPT
1        423.41        423.41        423.41        423.41
2        422.03        423.41        422.49        422.03
3        276.58        398.76        276.58        276.58
4        272.43        398.76        272.89        272.43
5        247.78        249.16        248.24        247.78
6        240.02        249.16        240.02        240.02
7        201.78        249.16        240.02        201.78
8        197.63        249.16        240.02        197.63
9        173.44        174.36        173.44        173.44
10        165.23        174.36        165.23        165.23
11        164.76        174.36        165.23        164.76
12        160.66        174.36        165.23        160.66
13        148.51        149.43        165.23        148.51
14        148.05        149.43        165.23        141.21
15        139.83        149.43        140.29        139.83
16        135.72        149.43        140.29        135.72
17        135.72        136.96        140.29        135.72
18        135.72        136.96        140.29        131.51
19        127.36        136.04        140.29        127.36
20        123.26        123.26        140.29        123.26
