cost        CG2        HBCS        ScaleStar        OPT
1        925.95        967.6        967.6        925.95
2        764.03        914.9        820.55        764.03
3        616.97        767.85        616.97        616.97
4        616.97        767.85        616.97        616.97
5        543.45        694.32        564.28        543.45
6        515.19        694.32        546.71        515.19
7        462.49        490.75        490.75        462.49
8        441.66        490.75        473.18        441.66
9        388.96        388.96        388.96        388.96
10        371.4        388.96        371.4        371.4
11        364.45        388.96        371.4        364.45
12        355.03        355.03        346.89        346.89
13        330.52        330.52        346.89        330.52
14        330.52        330.52        346.89        328.68
15        312.96        330.52        312.96        312.96
16        304.17        313.56        312.96        304.17
17        295.99        313.56        312.96        295.99
18        295.99        313.56        312.96        291.92
19        283.74        313.56        312.96        283.74
20        274.96        274.96        312.96        274.96
