cost        CG2        HBCS        ScaleStar        OPT
1        946.62        946.62        946.62        946.62
2        867.15        821.25        821.25        821.25
3        616.4        883.94        616.4        616.4
4        616.4        758.56        616.4        616.4
5        553.71        695.88        553.71        553.71
6        513.98        491.02        491.02        491.02
7        451.29        491.02        491.02        451.29
8        451.29        491.02        470.13        451.29
9        388.6        388.6        388.6        388.6
10        388.6        388.6        388.6        388.6
11        367.7        388.6        367.7        367.7
12        354.46        354.46        346.81        346.81
13        333.56        354.46        346.81        333.56
14        333.56        337.39        346.81        333.56
15        312.67        337.39        312.67        312.67
16        302.22        316.49        312.67        302.22
17        295.6        316.49        312.67        295.6
18        295.6        316.49        312.67        291.77
19        285.15        316.49        312.67        285.15
20        274.7        274.7        312.67        274.7
