cost        CG2        HBCS        ScaleStar        OPT
1        664.45        693.78        693.78        664.45
2        578.18        664.66        606.22        578.18
3        432.4        577.11        432.4        432.4
4        403.29        533.34        403.29        403.29
5        388.62        533.34        393.58        388.62
6        359.51        359.51        359.51        345.49
7        345.49        359.51        349.81        345.49
8        301.71        359.51        349.81        301.71
9        272.6        272.6        272.6        272.6
10        262.9        272.6        262.9        262.9
11        258.01        272.6        262.9        258.01
12        243.63        243.63        248.3        243.63
13        233.92        243.63        248.3        233.92
14        229.07        243.63        248.3        229.04
15        219.33        229.14        219.33        219.33
16        212.04        229.14        219.33        212.04
17        212.04        229.14        219.33        207.19
18        204.85        229.14        219.33        204.85
19        197.55        214.55        219.33        197.55
20        192.7        192.7        219.33        192.7
