cost        CG2        HBCS        ScaleStar        OPT
1        565.2        594.74        594.74        565.2
2        472.98        472.98        472.98        472.98
3        368        427.71        368        368
4        352.91        352.91        352.91        352.91
5        315.51        315.51        315.51        315.51
6        310.48        359.29        310.48        310.48
7        269.4        269.4        269.4        269.4
8        247.09        269.4        264.37        247.09
9        232        331.45        232        232
10        224.46        316.36        226.97        224.46
11        214.5        241.56        214.5        214.5
12        204.16        204.16        204.16        204.16
13        199.13        204.16        199.13        199.13
14        196.62        191.7        199.13        191.7
15        184.15        191.7        186.67        184.15
16        180.43        185.46        186.67        180.43
17        177.92        180.43        186.67        177.78
18        172.75        180.43        186.67        172.75
19        170.23        180.43        186.67        170.23
20        166.51        180.43        186.67        166.51
