cost        CG2        HBCS        ScaleStar        OPT
1        874        874        874        874
2        716.75        789.42        789.42        716.75
3        580.75        806        580.75        580.75
4        580.75        721.42        580.75        580.75
5        512.75        679.14        512.75        512.75
6        476.41        470.46        470.46        470.46
7        434.12        470.46        470.46        434.12
8        408.41        470.46        447.8        408.41
9        366.12        366.12        366.12        366.12
10        352.03        366.12        352.03        352.03
11        343.46        366.12        343.46        343.46
12        331.35        331.35        329.36        329.36
13        317.25        331.35        329.36        317.25
14        308.68        331.35        329.36        308.68
15        294.58        313.96        294.58        294.58
16        287.54        313.96        294.58        287.54
17        283.25        313.96        294.58        283.25
18        277.19        313.96        294.58        276.2
19        265.86        299.86        294.58        265.86
20        258.81        258.81        294.58        258.81
