cost        CG2        HBCS        ScaleStar        OPT
1        835.8        876.18        876.18        835.8
2        710.85        729.98        729.98        710.85
3        564.65        823.26        564.65        564.65
4        564.65        677.06        564.65        564.65
5        491.55        511.74        511.74        491.55
6        481.99        603.96        494.1        481.99
7        429.08        438.64        438.64        429.08
8        408.89        438.64        421        408.89
9        355.98        355.98        355.98        355.98
10        355.98        355.98        355.98        355.98
11        328.42        331.61        338.34        328.42
12        328.42        331.61        338.34        328.42
13        304.05        304.05        313.97        304.05
14        304.05        304.05        313.97        301.96
15        286.42        304.05        286.42        286.42
16        277.6        290.28        286.42        277.6
17        272.64        290.28        286.42        272.64
18        263.82        290.28        286.42        263.82
19        260.46        290.28        286.42        260.46
20        251.64        251.64        286.42        251.64
