cost        CG2        HBCS        ScaleStar        OPT
1        548.35        594.68        594.68        548.35
2        463.78        504.36        504.36        463.78
3        358.8        504.36        358.8        358.8
4        344.14        466.54        344.14        344.14
5        320.98        466.54        339.25        320.98
6        301.42        306.31        301.42        301.42
7        278.69        306.31        301.42        278.69
8        240.86        306.31        288.82        240.86
9        226.2        226.2        226.2        226.2
10        218.87        226.2        221.31        218.87
11        208.7        226.2        208.7        208.7
12        207.29        226.2        208.7        206.26
13        194.61        199.5        208.7        194.61
14        186.89        199.5        208.7        186.89
15        179.56        199.5        182        179.56
16        175.7        186.14        182        175.7
17        173.25        186.89        182        173.25
18        168.65        173.54        182        168.65
19        166.2        173.54        182        166.2
20        159.9        159.9        182        159.9
