cost        CG2        HBCS        ScaleStar        OPT
1        1027.15        1032.68        1032.68        1027.15
2        832.92        878.82        878.82        832.92
3        679.08        958.51        679.08        679.08
4        679.08        804.66        679.08        679.08
5        602.15        604.91        604.91        602.15
6        579.2        727.74        604.91        579.2
7        502.28        527.99        527.99        502.28
8        502.28        527.99        527.99        502.28
9        428.11        428.11        428.11        428.11
10        428.11        428.11        428.11        428.11
11        394.82        394.82        403.39        394.82
12        394.82        402.47        403.39        394.82
13        369.18        369.18        377.75        369.18
14        369.18        369.18        377.75        364.93
15        344.46        352.53        344.46        344.46
16        344.46        352.53        344.46        344.46
17        327.81        352.53        344.46        327.81
18        327.81        352.53        344.46        319.28
19        314.99        352.53        344.46        314.99
20        302.63        302.63        344.46        302.63
