cost        CG2        HBCS        ScaleStar        OPT
1        1042.7        1042.7        1042.7        1042.7
2        862.93        876.1        876.1        862.93
3        696.32        958.55        696.32        696.32
4        696.32        791.95        696.32        696.32
5        606.44        612.18        612.18        606.44
6        606.44        708.65        612.18        606.44
7        522.29        528.88        528.88        522.29
8        522.29        528.88        528.88        522.29
9        438.99        438.99        438.99        438.99
10        438.99        501.11        438.99        438.99
11        409.03        411.22        410.94        409.03
12        409.03        411.22        410.94        409.03
13        380.98        381.26        383.17        380.98
14        380.98        381.26        383.17        380.98
15        353.21        366.28        353.21        353.21
16        353.21        366.28        353.21        353.21
17        338.23        366.28        353.21        338.23
18        338.23        366.28        353.21        338.23
19        324.2        366.28        353.21        324.2
20        310.32        310.32        353.21        310.32
