cost        CG2        HBCS        ScaleStar        OPT
1        698.35        698.35        698.35        698.35
2        574.25        622.28        622.28        574.25
3        464.6        643.52        464.6        464.6
4        464.6        567.45        464.6        464.6
5        409.78        409.78        409.78        409.78
6        385.76        371.74        371.74        371.74
7        347.72        407.01        371.74        347.72
8        330.94        330.94        330.94        330.94
9        292.9        292.9        292.9        292.9
10        280.22        304.66        280.22        280.22
11        274.62        304.66        274.62        274.62
12        266.62        266.62        261.95        261.95
13        253.94        253.94        261.95        253.94
14        248.35        247.6        248.35        247.6
15        235.67        253.48        235.67        235.67
16        229.33        240.8        235.67        229.33
17        222.53        234.46        235.67        222.53
18        222.53        234.46        235.67        220.19
19        213.39        234.46        235.67        213.39
20        207.05        207.05        235.67        207.05
