cost        CG2        HBCS        ScaleStar        OPT
1        919.5        940.75        940.75        919.5
2        756.3        756.3        756.3        756.3
3        611.8        611.8        611.8        611.8
4        611.8        787.32        611.8        611.8
5        539.55        664.08        550.18        539.55
6        519.58        602.45        519.58        519.58
7        457.95        457.95        457.95        457.95
8        447.32        457.95        457.95        447.32
9        385.7        385.7        385.7        385.7
10        385.7        437.41        385.7        385.7
11        354.96        365.16        354.96        354.96
12        354.96        341.08        354.96        341.08
13        330.88        341.08        334.42        330.88
14        330.88        329.03        334.42        324.15
15        310.33        310.33        310.33        310.33
16        300.06        310.33        310.33        300.06
17        294.96        298.29        310.33        294.96
18        294.96        298.29        310.33        288.02
19        282.92        298.29        310.33        282.92
20        272.65        272.65        310.33        272.65
