cost        CG2        HBCS        ScaleStar        OPT
1        923.82        925.1        925.1        923.82
2        870.28        870.28        870.28        792.92
3        607.2        607.2        607.2        607.2
4        607.2        777.41        607.2        607.2
5        541.11        646.51        541.75        541.11
6        514.34        514.34        514.34        514.34
7        448.25        448.89        448.89        448.25
8        448.25        448.89        448.89        448.25
9        382.8        382.8        382.8        382.8
10        382.8        427.07        382.8        382.8
11        360.77        360.98        360.98        360.77
12        351.85        338.95        351.85        338.95
13        329.82        338.95        330.03        329.82
14        329.82        327.94        330.03        327.94
15        308        308        308        308
16        308        308        308        308
17        292.52        296.99        308        292.52
18        292.52        296.99        308        286.08
19        281.51        296.99        308        281.51
20        270.6        270.6        308        270.6
