cost        CG2        HBCS        ScaleStar        OPT
1        741.1        787.85        787.85        741.1
2        628.9        762.78        690.95        628.9
3        481.85        665.88        481.85        481.85
4        456.78        617.42        456.78        456.78
5        433.4        617.42        448.42        433.4
6        408.32        408.32        408.32        408.32
7        352.22        408.32        399.97        352.22
8        328.85        408.32        383.82        328.85
9        303.78        303.78        303.78        303.78
10        295.42        303.78        295.42        295.42
11        279.27        303.78        279.27        279.27
12        268.92        268.92        279.27        268.92
13        260.57        268.92        279.27        260.57
14        252.78        268.92        279.27        252.78
15        244.42        268.92        244.42        244.42
16        236.34        251.5        244.42        236.34
17        232.16        251.5        244.42        232.16
18        226.99        251.5        244.42        226.99
19        222.81        235.35        244.42        222.81
20        214.74        214.74        244.42        214.74
