cost        CG2        HBCS        ScaleStar        OPT
1        644.55        644.55        644.55        644.55
2        527.25        527.25        527.25        527.25
3        427.8        427.8        427.8        427.8
4        427.8        524.7        427.8        427.8
5        378.08        425.25        378.08        378.08
6        354.7        354.7        354.7        342.8
7        319.42        375.53        319.42        319.42
8        304.98        304.98        304.98        304.98
9        269.7        358.95        269.7        269.7
10        257.94        288.4        257.94        257.94
11        253.12        253.12        253.12        253.12
12        245.33        264.03        245.33        241.37
13        233.58        264.03        233.58        233.58
14        228.76        228.76        228.76        227.7
15        217        217        217        217
16        211.12        211.12        217        211.12
17        208.71        211.12        217        208.71
18        204.82        211.12        217        202.83
19        196.53        211.12        217        196.53
20        190.65        190.65        217        190.65
