cost        CG2        HBCS        ScaleStar        OPT
1        438.1        447.02        447.02        438.1
2        361.18        361.18        361.18        361.18
3        278.3        278.3        278.3        278.3
4        259.81        259.81        259.81        259.81
5        255.35        299.76        259.81        255.35
6        236.86        262.79        236.86        236.86
7        216.89        244.3        216.89        216.89
8        193.94        198.4        198.4        193.94
9        175.45        279.29        175.45        175.45
10        167.8        223.83        169.29        167.8
11        161.64        177.93        161.64        161.64
12        154.98        154.98        154.98        154.98
13        154.98        154.98        154.98        154.98
14        147.33        148.82        148.82        147.33
15        141.17        141.17        141.17        141.17
16        137.34        137.34        141.17        137.34
17        134.26        137.34        141.17        134.26
18        130.93        137.34        141.17        130.93
19        127.11        137.34        141.17        127.11
20        124.02        124.02        141.17        124.02
