cost        CG2        HBCS        ScaleStar        OPT
1        434        434        434        434
2        344.32        345.6        345.6        344.32
3        259.32        259.32        259.32        259.32
4        251.68        315.85        252.52        251.68
5        251.68        298.85        252.52        251.68
6        206.84        207.48        207.48        206.84
7        205.99        206.62        207.48        205.99
8        205.99        168.59        168.59        168.59
9        161.79        161.79        161.79        161.79
10        160.94        160.94        161.79        160.94
11        148.26        148.47        148.47        148.26
12        145.71        145.92        146.77        145.71
13        145.71        145.92        146.77        145.71
14        131.54        131.54        131.54        131.54
15        130.69        130.69        131.54        130.69
16        130.69        140.93        131.54        130.69
17        123.93        123.93        131.54        123.93
18        123.08        123.08        131.54        123.08
19        123.08        123.08        131.54        123.08
20        115.57        115.57        131.54        115.57
