cost        CG2        HBCS        ScaleStar        OPT
1        779        807.48        807.48        779
2        682.1        682.1        682.1        682.1
3        506.58        506.58        506.58        506.58
4        469.81        469.81        469.81        469.81
5        455.58        582.65        469.81        455.58
6        407.12        407.12        407.12        407.12
7        370.36        370.36        370.36        370.36
8        356.12        549.5        370.36        356.12
9        319.36        373.98        319.36        319.36
10        307.11        439.21        307.11        307.11
11        302.36        337.21        307.11        300.98
12        286.21        286.21        286.21        286.21
13        273.96        286.21        273.96        273.96
14        269.21        269.21        273.96        267.83
15        256.96        256.96        256.96        256.96
16        248.46        248.46        256.96        248.46
17        248.46        248.46        256.96        248.46
18        240.38        248.46        256.96        240.38
19        231.88        248.46        256.96        231.88
20        225.76        225.76        256.96        225.76
