cost        CG2        HBCS        ScaleStar        OPT
1        716.82        717.99        717.99        716.82
2        561.69        569.66        569.66        561.69
3        414.54        414.54        414.54        414.54
4        413.37        414.54        414.54        413.37
5        413.37        495.5        414.54        413.37
6        336.98        340.38        340.38        336.98
7        335.81        340.38        340.38        335.81
8        335.81        340.38        340.38        335.81
9        261.64        262.81        262.81        261.64
10        261.64        315.65        262.81        261.64
11        261.64        315.65        262.81        261.64
12        235.79        238.09        238.09        235.79
13        235.79        238.09        238.09        235.79
14        235.79        238.09        238.09        232.74
15        211.07        212.24        212.24        211.07
16        211.07        212.24        212.24        211.07
17        199.31        199.31        212.24        199.31
18        198.14        199.31        212.24        198.14
19        198.14        199.31        212.24        198.14
20        185.78        185.78        212.24        185.78
