cost        CG2        HBCS        ScaleStar        OPT
1        976.22        976.22        976.22        976.22
2        764.15        764.15        764.15        764.15
3        606.05        606.05        606.05        606.05
4        567.16        567.16        567.16        567.16
5        527        658.11        527        527
6        500.01        500.01        500.01        488.11
7        461.12        461.12        461.12        461.12
8        420.96        420.96        420.96        420.96
9        382.08        382.08        382.08        382.08
10        369.11        394.61        369.11        369.11
11        355.72        355.72        355.72        355.72
12        346.73        437.04        346.73        342.76
13        333.77        359.27        333.77        333.77
14        320.38        320.38        320.38        320.38
15        307.42        307.42        307.42        307.42
16        300.94        300.94        307.42        300.94
17        294.24        294.24        307.42        294.24
18        283.26        287.76        307.42        283.26
19        283.26        287.76        307.42        283.26
20        270.09        270.09        307.42        270.09
