cost        CG2        HBCS        ScaleStar        OPT
1        735.48        735.48        735.48        735.48
2        596.92        596.92        596.92        596.92
3        465.17        560.16        465.17        465.17
4        465.17        601.18        465.17        465.17
5        428.41        527.65        428.41        428.41
6        395.9        490.89        395.9        395.9
7        359.14        359.14        359.14        359.14
8        330.02        359.14        346.88        330.02
9        293.26        293.26        293.26        293.26
10        281.01        293.26        281.01        281.01
11        270.17        271.3        270.17        270.17
12        270.17        271.3        270.17        270.17
13        257.92        260.32        257.92        257.92
14        248.21        260.32        257.92        248.21
15        235.96        248.07        235.96        235.96
16        229.83        237.23        235.96        229.83
17        224.41        224.98        235.96        224.41
18        218.29        224.98        235.96        218.29
19        213.43        224.98        235.96        213.43
20        207.31        207.31        235.96        207.31
