cost        CG2        HBCS        ScaleStar        OPT
1        580.88        580.88        580.88        580.88
2        556.01        556.01        556.01        556.01
3        384.1        384.1        384.1        384.1
4        359.24        359.24        359.24        359.24
5        340.54        388.35        340.54        340.54
6        332.25        372.84        332.25        332.25
7        285.71        285.71        285.71        285.71
8        260.85        260.85        260.85        260.85
9        242.15        252.56        242.15        242.15
10        233.86        340.04        233.86        233.86
11        227.63        252.92        227.63        227.63
12        223.49        228.05        227.63        223.49
13        209.35        219.77        209.35        209.35
14        201.07        201.07        201.07        201.07
15        194.83        236.52        194.83        194.83
16        190.69        211.66        194.83        190.69
17        187.57        203.37        194.83        187.57
18        187.57        184.67        194.83        184.67
19        178.44        178.44        194.83        178.44
20        174.29        175.32        194.83        174.29
