cost        CG2        HBCS        ScaleStar        OPT
1        1000.7        1016        1016        974.35
2        721.05        891.05        721.05        721.05
3        650.5        719.56        650.5        645.4
4        573.57        593.34        574.85        573.36
5        503.03        669.48        502.81        502.81
6        445.44        633.22        445.44        445.44
7        421.5        467.25        421.92        420.54
8        397.98        409.88        397.98        396.28
9        372.76        372.76        372.76        372.76
10        357.71        380.94        365.75        357.67
11        344.64        406.47        365.75        343.6
12        332.88        336.35        365.75        332.88
13        324.59        329.33        365.75        321.34
14        314.28        329.33        365.75        313.01
15        306.59        326.12        365.75        305.95
16        299.53        326.12        365.75        298.11
17        293.58        321.55        365.75        291.46
18        288.07        321.55        365.75        286.76
19        281.97        321.55        365.75        281.97
20        276.92        276.92        365.75        276.92
