cost        CG2        HBCS        ScaleStar        OPT
1        980.88        1024.44        960.05        960.05
2        711.85        954.31        711.85        711.85
3        641.72        657.24        643        641.72
4        563.31        572.88        572.88        563.31
5        493.19        493.19        493.19        493.19
6        440.63        485.32        440.63        440.63
7        414.07        455.08        417.25        414.07
8        390.69        566.5        395.79        390.69
9        367.74        433.26        367.74        367.74
10        353.68        370.36        361.08        353.68
11        339.66        342.99        361.08        337.92
12        327.97        331.89        361.08        327.97
13        317.24        325.23        361.08        317.24
14        310.22        325.23        361.08        309.47
15        302.38        322.27        361.08        302.38
16        295.37        311.85        361.08        295.37
17        289.97        311.85        361.08        289.08
18        283.99        311.85        361.08        283.29
19        279.31        311.85        361.08        279.31
20        273.39        273.39        361.08        273.39
