cost        CG2        HBCS        ScaleStar        OPT
1        983.82        1035.14        1035.14        919.32
2        690.96        953.54        697.48        690.14
3        615.88        823.06        625.72        610.99
4        583.29        757.82        550.64        543.31
5        501.69        730.62        544.12        501.69
6        436.45        496.8        438.08        436.45
7        402.74        495.18        410.88        401.43
8        380.18        389.14        389.14        374.72
9        373.91        389.14        389.14        352.16
10        342.1        353.79        353.79        339.38
11        334.49        336.12        353.79        325.25
12        320.89        325.52        353.79        317.91
13        310.02        325.52        353.79        310.02
14        301.86        317.63        353.79        299.41
15        299.41        306.76        353.79        291.58
16        291.25        306.76        353.79        284.73
17        284.73        306.76        353.79        279.29
18        277.66        306.76        353.79        274.13
19        272.22        306.76        353.79        269.5
20        267.87        267.87        353.79        267.87
