cost        CG2        HBCS        ScaleStar        OPT
1        889.5        851.51        889.5        781.49
2        581.64        721.62        581.64        581.64
3        584.78        822.46        521.18        520.08
4        517.07        832.34        517.73        450.06
5        449.91        518.83        422.9        420.7
6        360.07        427.31        367.54        360.07
7        364.27        489.87        331.14        330.48
8        330.06        366.69        332.25        316.23
9        318.34        369.99        314.63        306.12
10        286.65        320.33        297.28        286.65
11        286        287.5        297.28        273.87
12        294.43        283.22        297.28        267.05
13        261.05        278.83        297.28        260.87
14        259.51        278.83        297.28        251.22
15        260.61        278.83        297.28        246.31
16        253.79        261.9        297.28        242.84
17        236.59        261.9        297.28        236.59
18        238.56        261.9        297.28        232.68
19        231.27        261.9        297.28        231.27
20        225.91        225.91        297.28        225.91
