cost        CG2        HBCS        ScaleStar        OPT
1        1408.25        1616.5        1418.88        1408.25
2        1032.12        1322.82        1032.12        1032.12
3        934.8        1230.81        936.08        934.8
4        838.75        844.06        831.88        806.24
5        710.19        910.65        735.83        710.19
6        638.5        879.98        638.5        638.5
7        598.41        685.32        600.18        598.41
8        566.4        588        588        566.4
9        535.72        535.72        555.98        535.72
10        508.21        523.54        523.54        508.21
11        491.31        491.31        523.54        491.31
12        475.98        481.58        523.54        475.3
13        459.97        475.09        523.54        459.97
14        450.24        475.09        523.54        447.11
15        436.98        475.09        523.54        436.98
16        427.78        475.09        523.54        427.78
17        417.86        475.09        523.54        417.86
18        411.37        475.09        523.54        411.37
19        404.97        475.09        523.54        404.97
20        396.4        396.4        523.54        396.4
