cost        CG2        HBCS        ScaleStar        OPT
1        1115.45        1271.64        1187.28        1112.05
2        812        1094.41        812        812
3        727.85        910.81        752.78        727.85
4        644.34        826.66        686.91        644.34
5        560.19        798.61        602.76        560.19
6        512.8        589.94        500.97        500.97
7        478.64        568.55        477.88        476.52
8        450.59        465.06        449.83        448.47
9        428.86        449.83        449.83        422.13
10        403.79        415.33        415.33        403.79
11        390.47        398.09        415.33        389.76
12        376.45        387.74        415.33        376.45
13        364.05        373.71        415.33        364.05
14        355.64        366.81        415.33        354.76
15        347.28        366.81        415.33        346.35
16        338.87        366.81        415.33        338.87
17        331.59        366.81        415.33        331.59
18        327.4        366.81        415.33        325.64
19        321.79        366.81        415.33        320.42
20        314.47        314.47        415.33        314.47
