cost        CG2        HBCS        ScaleStar        OPT
1        547.42        663.24        608.62        547.42
2        422.05        476.66        422.05        407.6
3        370.2        398.46        398.46        359.36
4        316.01        383.38        355.75        305.18
5        266.08        383.38        301.56        261.82
6        258.21        352.28        258.21        245.18
7        243.05        348.67        258.21        227.12
8        227.12        333.12        227.12        214.08
9        211.19        333.12        227.12        205.44
10        207.57        215.82        214.08        198.54
11        198.54        198.54        214.08        189.89
12        192.02        192.02        214.08        184.88
13        187        192.02        214.08        179.8
14        181.82        185.5        214.08        174.85
15        177.68        185.5        214.08        170.92
16        172.49        185.5        214.08        167.35
17        171.64        185.5        214.08        163.66
18        168.31        185.5        214.08        162.09
19        163.66        185.5        214.08        162.09
20        162.09        162.09        214.08        162.09
