cost        CG2        HBCS        ScaleStar        OPT
1        799.32        887.94        797.62        797.62
2        608.92        728.78        608.92        608.92
3        547.09        666.94        540.08        511.6
4        452.74        478.24        478.24        452.74
5        383.89        457.62        467.12        383.89
6        372.06        363.28        372.77        360.94
7        352.44        377.32        360.94        340.32
8        331.82        320        340.32        320
9        316.1        308.88        340.32        298.57
10        298.57        293.15        308.88        287.09
11        287.24        283.72        308.88        276.93
12        276.93        283.72        308.88        267.49
13        271.37        283.72        308.88        258.3
14        261.85        283.72        308.88        252.2
15        255.75        283.72        308.88        246.5
16        252.1        277.42        308.88        242.38
17        246.5        277.42        308.88        238.66
18        242.58        267.12        308.88        233.86
19        238.45        267.12        308.88        233.86
20        233.86        233.86        308.88        233.86
