cost        CG2        HBCS        ScaleStar        OPT
1        841.8        912.56        912.56        821.4
2        607.2        861.56        607.2        607.2
3        540.9        542.39        542.39        540.9
4        493.79        662.66        537.78        476.09
5        429.2        453.99        471.48        424.24
6        375.89        436.99        378.2        375.89
7        351.7        436.99        361.2        351.7
8        329.6        339.1        339.1        329.6
9        321.6        308        339.1        308
10        299.5        308        308        296.95
11        288.77        292.45        308        286.74
12        279.1        283.12        308        277.51
13        269.22        283.12        308        267.8
14        263.97        272.07        308        261.27
15        258.97        265.85        308        255.24
16        252.34        265.85        308        249.54
17        247.24        265.85        308        245.12
18        241.02        265.85        308        240.34
19        237.52        265.85        308        236.1
20        233.2        233.2        308        233.2
