cost        CG2        HBCS        ScaleStar        OPT
1        858.32        848.21        751.1        751.1
2        604.9        777.88        604.9        604.9
3        574.42        600.65        513.53        513.53
4        483.05        454.45        447.44        447.44
5        416.96        423.97        416.96        416.96
6        370.83        527.96        374.34        370.83
7        351.62        504.51        350.89        347.39
8        328.17        380.84        331.2        325.59
9        313.85        313.85        311.99        306.38
10        295.11        311.99        306.83        290.42
11        282.93        294.65        306.83        282.93
12        269.58        294.65        306.83        269.58
13        269.58        294.65        306.83        261.56
14        260.16        294.65        306.83        254.53
15        253.13        294.65        306.83        249.19
16        245.82        287.34        306.83        244.5
17        244.45        287.34        306.83        240.51
18        240.94        277.49        306.83        235.82
19        233.72        277.49        306.83        232.32
20        232.32        232.32        306.83        232.32
