cost        CG2        HBCS        ScaleStar        OPT
1        1094.28        1124.02        1124.02        1028.82
2        775.1        1045.82        775.1        775.1
3        682.03        825.89        696.9        682.03
4        600.64        732.81        651.85        600.64
5        555.59        570.04        558.78        522.44
6        477.39        543.97        477.39        477.39
7        457.62        512.95        451.32        446.36
8        430.5        431.56        424.19        419.23
9        404.43        420.3        420.3        393.17
10        384.16        393.17        393.17        379.6
11        372.02        377.65        393.17        366.57
12        358.46        364.09        393.17        355.08
13        345.43        355.95        393.17        342.05
14        336.12        350.52        393.17        333.91
15        327.98        350.52        393.17        324.92
16        320.16        350.52        393.17        319.71
17        314.53        350.52        393.17        311.35
18        308.32        341.22        393.17        306.14
19        302.9        341.22        393.17        302.9
20        297.68        341.22        393.17        297.68
