cost        CG2        HBCS        ScaleStar        OPT
1        538.36        575.55        573.04        538.36
2        376.01        544.52        376.12        376.01
3        340.24        340.52        339.78        339.78
4        295.48        388.98        327.67        295.48
5        266.89        371.69        286.16        266.89
6        234.45        271.39        236.01        234.45
7        219.47        261.05        225.67        219.29
8        208.24        210.9        208.39        207.54
9        193.44        193.44        208.39        193.44
10        186.5        191.67        191.67        186.5
11        181.01        183.03        191.67        181.01
12        173.25        174.67        191.67        173.25
13        167.83        174.67        191.67        167.73
14        164.38        169.65        191.67        163.6
15        160.04        166.31        191.67        159.79
16        157.28        166.31        191.67        156.94
17        154.18        166.31        191.67        153.24
18        150.72        166.31        191.67        150.72
19        147.73        166.31        191.67        147.73
20        145.31        145.31        191.67        145.31
