cost        CG2        HBCS        ScaleStar        OPT
1        487.76        530.48        500.72        487.55
2        324.35        354.1        324.35        323.22
3        293.68        305.01        294.81        293.68
4        282.77        296.83        288.22        272.29
5        218.67        255.71        226.39        216.82
6        201.17        211.37        202.23        200.04
7        192.92        229.72        194.58        190.72
8        177.23        187.43        194.58        176.1
9        169.74        172.45        170.64        165.19
10        161.33        189.09        165.19        160.01
11        158.37        160.48        165.19        154.81
12        148.83        213        165.19        146.63
13        145.31        165.68        165.19        143.3
14        142.54        142.73        165.19        140.54
15        140.57        202.73        165.19        135.59
16        135.04        142.31        165.19        132.84
17        132.63        134.13        165.19        131.02
18        131.75        131.4        165.19        128.07
19        127.84        128.07        165.19        125.88
20        125.88        125.88        165.19        125.88
