cost        CG2        HBCS        ScaleStar        OPT
1        515.72        515.72        515.72        515.72
2        395.02        435.61        395.02        379.3
3        356.14        430.09        357.84        350.68
4        303.65        422.51        309.39        287.92
5        249.04        342.4        249.04        249.04
6        241.88        264.62        243.8        236.64
7        225.73        225.73        225.73        218.58
8        212.77        210.89        213.34        207.14
9        204.91        205.65        200.38        196.8
10        193.89        193.89        200.38        190.32
11        186.1        193.89        200.38        182.24
12        179.62        193.89        200.38        176.04
13        172.32        193.89        200.38        170.58
14        172.16        186.43        200.38        166.43
15        166.91        186.43        200.38        161.44
16        163.02        186.43        200.38        158.36
17        160.01        181.21        200.38        155.35
18        156.78        169.56        200.38        152.76
19        153.14        169.56        200.38        151.71
20        151.71        151.71        200.38        151.71
