cost        CG2        HBCS        ScaleStar        OPT
1        1000.47        1043.71        1042.12        1000.47
2        707.64        875.41        707.64        707.64
3        633.59        638.47        636.88        633.59
4        586.27        562.82        561.23        561.23
5        510.94        537.61        531.76        510.94
6        439.86        504.46        440.18        439.86
7        416.48        480.87        416.59        414.43
8        391.27        392.97        391.37        389.21
9        367.68        368.21        368.21        367.68
10        354.01        375.05        360.84        353.83
11        341.36        410.09        360.84        341.28
12        328.76        332.74        360.84        327.89
13        316.96        330.31        360.84        316.88
14        309.4        322.95        360.84        308.87
15        304.12        322.95        360.84        301.79
16        296.56        310.34        360.84        294.22
17        289.48        310.34        360.84        288.98
18        283.59        310.34        360.84        283.59
19        278.54        310.34        360.84        278.54
20        273.61        273.61        360.84        273.61
