cost        CG2        HBCS        ScaleStar        OPT
1        961.82        1069.35        969.48        948.65
2        707.25        895.31        707.25        707.25
3        635        839.21        633.09        631.95
4        560.84        662.62        572.88        559.7
5        497.87        643.92        514.02        497.87
6        438.48        619.2        441.77        438.48
7        414.4        455.08        421.15        414.4
8        392.96        382.83        382.83        382.83
9        358.75        358.75        358.75        358.75
10        346.71        346.71        358.75        346.71
11        336.4        339.48        358.75        334.84
12        324.54        329.67        358.75        324.26
13        313.13        324.86        358.75        313.13
14        305.91        324.86        358.75        305.91
15        299.72        324.86        358.75        299.72
16        293.84        324.86        358.75        292.34
17        288.23        324.86        358.75        286.36
18        283.41        324.86        358.75        281.19
19        279.29        315.51        358.75        276.44
20        271.62        271.62        358.75        271.62
