cost        CG2        HBCS        ScaleStar        OPT
1        1048.11        1082.96        1082.96        1019
2        755.29        1007.95        755.29        755.29
3        680.28        829.02        680.28        680.28
4        594.42        757.62        628.81        594.42
5        516.44        733.82        557.41        516.44
6        468.27        708.82        468.27        468.27
7        445.11        523.95        443.27        441.07
8        420.1        419.47        416.17        413.66
9        388.65        388.65        388.65        388.65
10        376.15        388.65        385.36        375.73
11        362.84        373.25        385.36        362.84
12        350.33        364        385.36        350.33
13        338.43        357.84        385.36        338.43
14        330.29        342.65        385.36        329.88
15        322.79        342.65        385.36        321.28
16        314.55        342.65        385.36        314.55
17        308.53        342.65        385.36        308.53
18        303.46        342.65        385.36        303.46
19        297.8        342.65        385.36        297.8
20        292.6        292.6        385.36        292.6
