cost        CG2        HBCS        ScaleStar        OPT
1        725.78        845.2        722.38        721.95
2        530.7        660.75        530.7        530.7
3        501.66        594.66        506.47        501.63
4        425.09        425.09        425.09        425.09
5        369.41        550.11        414.89        369.41
6        332.3        384.36        337.11        332.3
7        313.74        316.78        313.74        313.74
8        297.06        304.03        306.58        296.88
9        275.98        278.62        280.66        275.98
10        266.93        270.25        280.66        266.25
11        256.68        260.47        280.66        255.84
12        249.58        255.24        280.66        249.58
13        239.17        245.21        280.66        238.53
14        235.15        237.43        280.66        234.95
15        227.97        234.79        280.66        227.97
16        225.99        229.91        280.66        223.17
17        218.75        225.87        280.66        218.72
18        214.47        225.87        280.66        214.37
19        212.11        225.87        280.66        211.88
20        206.92        206.92        280.66        206.92
