cost        CG2        HBCS        ScaleStar        OPT
1        754.54        769.84        769.84        730.95
2        539.49        710.34        539.49        539.49
3        482.96        545.22        516.25        482.96
4        428.78        580        452.29        428.78
5        380.68        436.78        380.68        380.68
6        334.89        365.17        337.12        334.89
7        316.38        428.42        315.8        315.8
8        296.25        335.49        301.28        296.25
9        277.4        323.55        277.4        277.4
10        267.47        279.99        277.4        267.47
11        259.59        258.21        277.4        258.21
12        249.67        253.85        277.4        249.67
13        241.67        250.95        277.4        241.67
14        235.57        250.95        277.4        235.57
15        230.45        243.79        277.4        229.92
16        225.21        241.11        277.4        224.5
17        220.85        241.11        277.4        220.6
18        216.37        241.11        277.4        216.37
19        212.97        241.11        277.4        212.97
20        208.91        208.91        277.4        208.91
