cost        CG2        HBCS        ScaleStar        OPT
1        815.55        889.91        927.1        810.65
2        618.12        710.15        618.12        618.12
3        559.9        544.18        544.18        544.18
4        477.68        461.95        544.18        461.95
5        403.72        578.4        447.91        403.72
6        377.29        415.82        377.29        371.92
7        357.6        415.82        365.04        353.47
8        325.8        357.6        345.63        325.8
9        309.89        325.94        332.95        307.34
10        303.84        313.54        313.54        291.3
11        291.3        303.84        313.54        281.45
12        275.47        298.02        313.54        269.65
13        275.47        294.13        313.54        262.09
14        265.84        278.09        313.54        255.89
15        260.02        278.09        313.54        252.46
16        253.6        278.09        313.54        246.21
17        250.15        278.09        313.54        241.28
18        243.73        278.09        313.54        237.4
19        239.85        278.09        313.54        237.4
20        237.4        237.4        313.54        237.4
