cost        CG2        HBCS        ScaleStar        OPT
1        1212.85        1306.56        1248.55        1178
2        872.85        1085.35        872.85        872.85
3        782.11        994.61        789.12        771.27
4        695.84        698.39        698.39        680.54
5        594.26        668.14        612.11        594.26
6        535.61        581.87        535.61        535.61
7        505.37        553.11        505.37        505.37
8        476.61        478.03        492.12        476.61
9        456        510.82        463.36        456
10        432.44        448.98        442.75        432.15
11        417.32        418.06        442.75        417.03
12        402.94        411.88        442.75        402.65
13        388.99        407.76        442.75        388.99
14        379.91        407.76        442.75        378.4
15        371.29        399.13        442.75        369.33
16        361.13        399.13        442.75        360.7
17        353.8        399.13        442.75        353.8
18        347.75        392.51        442.75        346.86
19        342        377.39        442.75        341.27
20        335.22        335.22        442.75        335.22
