cost        CG2        HBCS        ScaleStar        OPT
1        871.83        872.54        872.54        787.82
2        604.01        785.06        604.37        603.66
3        548.83        674.7        549.54        516.89
4        461.35        645.31        461.35        460.65
5        436.21        590.48        461.35        382.09
6        381.38        413.68        382.09        363.11
7        352.13        413.68        352.7        341.25
8        326.28        334.42        334.42        324.93
9        307.29        308        308        307.29
10        298.51        294.79        308        292.59
11        292.59        286.86        308        279.52
12        279.38        286.86        308        270.25
13        270.25        281.58        308        262.14
14        262.46        281.58        308        255.94
15        255.94        281.58        308        248.16
16        253.5        281.58        308        244.36
17        248.02        272.44        308        238.84
18        242.14        272.44        308        236.86
19        236.86        257.74        308        233.2
20        233.2        233.2        308        233.2
