cost        CG2        HBCS        ScaleStar        OPT
1        1358.9        1359.48        1359.48        1337.38
2        980.38        1120.48        980.38        980.38
3        884.32        999.71        895.38        884.32
4        795.78        911.16        807.61        744.56
5        623.01        875.05        714.11        623.01
6        618.06        845.79        618.06        591
7        556.79        653.69        560.48        556.79
8        525.63        625.36        560.48        518.78
9        497.29        529.31        529.31        497.29
10        481.28        481.28        497.29        474.62
11        465.7        471.68        497.29        451.07
12        451.07        465.28        497.29        436.91
13        436.91        465.28        497.29        427.3
14        427.3        449.69        497.29        409.73
15        417.95        449.69        497.29        400.95
16        400.68        449.69        497.29        394.55
17        400.68        449.69        497.29        388.04
18        388.04        449.69        497.29        382.19
19        382.19        449.69        497.29        376.52
20        376.52        376.52        497.29        376.52
