cost        CG2        HBCS        ScaleStar        OPT
1        838.55        1022.58        968.6        838.55
2        646.88        898.41        646.88        646.88
3        578.03        752.7        595.66        575.84
4        503.65        683.85        551.6        503.65
5        434.8        660.9        482.75        434.8
6        398.82        476.88        407.81        398.75
7        377.14        384.86        381.75        375.8
8        354.19        367.79        358.8        351.08
9        328.12        358.8        358.8        328.12
10        319.59        328.12        328.12        316.62
11        308.29        312.79        328.12        304.25
12        296.82        303.59        328.12        292.78
13        285.58        297.45        328.12        284.69
14        281.4        285.98        328.12        277.81
15        272.2        285.98        328.12        271.26
16        267.7        285.98        328.12        264.38
17        259.78        285.98        328.12        259.16
18        258.24        285.98        328.12        253.65
19        253.65        285.98        328.12        250.24
20        248.44        248.44        328.12        248.44
