cost        CG2        HBCS        ScaleStar        OPT
1        884.45        884.45        884.45        860.65
2        637.1        838.55        637.1        637.1
3        563.58        696.18        563.58        563.58
4        502.59        699.29        500.89        500.89
5        439.9        584.54        454.49        439.9
6        393.5        438.13        393.5        393.5
7        377.14        425.38        377.14        373.18
8        348.67        404.48        351.64        347.68
9        331.31        343.5        343.5        331.31
10        316.79        323.17        323.17        316.65
11        304.54        306.9        323.17        304.54
12        294.37        302.84        323.17        294.09
13        289.32        302.84        323.17        283.92
14        276.57        298.76        323.17        276.28
15        270.47        298.76        323.17        270.18
16        266.41        298.76        323.17        264.21
17        258.75        292.39        323.17        258.75
18        253.85        292.39        323.17        253.65
19        249.78        292.39        323.17        249.58
20        244.68        244.68        323.17        244.68
