cost        CG2        HBCS        ScaleStar        OPT
1        856.68        883.02        883.02        855.4
2        632.7        681.36        632.7        632.7
3        576.81        710.9        576.81        576.81
4        505.62        747.1        520.71        504.99
5        434.22        496.77        434.22        434.22
6        394.13        463.83        395.55        393
7        370.55        371.61        371.61        370.55
8        350.96        373.8        354.89        350.96
9        327.98        335.13        335.13        327.98
10        313.88        352.7        324.15        313.88
11        304        343.47        324.15        303.82
12        298.28        299.56        324.15        293.94
13        283.03        290.77        324.15        283.03
14        276.87        288.58        324.15        276.68
15        270.52        282.43        324.15        270.07
16        263.18        280.52        324.15        262.89
17        258.74        280.52        324.15        258.33
18        253.23        265.68        324.15        253.23
19        250.4        265.68        324.15        249.53
20        244.46        244.46        324.15        244.46
