cost        CG2        HBCS        ScaleStar        OPT
1        590.6        590.6        590.6        585.5
2        429.52        545.34        429.52        429.52
3        384.26        482.65        384.26        381.71
4        339.21        336.45        336.45        336.45
5        291.4        291.4        291.4        291.4
6        263.92        317.54        265.83        263.92
7        250.74        301.6        250.74        248.9
8        235.72        286.58        239.76        235.72
9        222.83        224.75        224.75        222.27
10        212.39        217.24        217.88        211.96
11        204.84        204.45        217.88        204.41
12        197.33        201.02        217.88        196.87
13        189.93        201.02        217.88        189.93
14        186.89        201.02        217.88        184.85
15        182.39        196.51        217.88        181.54
16        177.03        196.51        217.88        177.03
17        174.17        191.02        217.88        174.02
18        171.15        191.02        217.88        170.98
19        168.15        191.02        217.88        167.97
20        164.96        164.96        217.88        164.96
