cost        CG2        HBCS        ScaleStar        OPT
1        989.3        999.92        999.92        977.4
2        715.81        978.25        715.81        715.81
3        648.66        779.56        671.61        648.66
4        575.49        839.06        594.69        575.49
5        490.99        565.36        502.25        490.99
6        446.79        561.75        446.79        446.79
7        421.82        530.94        428.51        421.82
8        394.23        397.7        402.66        394.23
9        371.85        415.66        371.85        371.85
10        358.2        371.24        371.85        358.2
11        345.57        349.04        371.85        344.67
12        332.78        347.2        371.85        332.78
13        321.91        331.88        371.85        321.91
14        314.4        328.92        371.85        314.4
15        308.22        328.92        371.85        307.09
16        300.12        328.92        371.85        300.12
17        293.84        328.92        371.85        293.84
18        289.95        328.92        371.85        289.47
19        284.08        317.23        371.85        284.08
20        278.91        278.91        371.85        278.91
