cost        CG2        HBCS        ScaleStar        OPT
1        335.33        332.92        332.92        332.92
2        233.48        284.05        233.48        233.48
3        213.33        264.85        214.35        213.33
4        182.05        182.26        182.26        182.05
5        162.97        175.89        175.89        162.97
6        143.02        143.02        143.02        143.02
7        135.91        136.55        136.43        135.91
8        129.42        136.43        131.19        129.07
9        119.86        119.86        119.86        119.86
10        116.1        118.73        119.86        116
11        111.46        113.06        119.86        111.46
12        107.71        109.77        119.86        107.26
13        104.52        109.66        119.86        104.52
14        101.69        105.34        119.86        101.45
15        99.21        104.77        119.86        99.21
16        98.86        104.77        119.86        97.43
17        96        102.04        119.86        95.29
18        93.85        102.04        119.86        93.64
19        92.46        102.04        119.86        92.46
20        90.32        90.32        119.86        90.32
