cost        CG2        HBCS        ScaleStar        OPT
1        864.51        880.02        880.02        864.51
2        615.25        831.58        615.25        615.25
3        548.95        652.86        549.16        535.78
4        512.51        586.78        515.09        469.48
5        446.21        575.8        449        434.41
6        380.12        553.77        382.7        380.12
7        356.21        400.48        361.38        353.63
8        334.11        334.18        339.35        331.53
9        312.08        312.08        317.25        309.5
10        306.91        301.03        312.08        298.45
11        294.7        299.57        312.08        287.43
12        283.65        295.15        312.08        276.77
13        272.64        284.14        312.08        270.14
14        266.24        273.8        312.08        263.65
15        259.61        273.8        312.08        257.02
16        255.19        273.8        312.08        251.45
17        250.42        273.8        312.08        246
18        246.15        273.8        312.08        241.59
19        240.7        260.55        312.08        237.33
20        236.29        236.29        312.08        236.29
