cost        CG2        HBCS        ScaleStar        OPT
1        928.58        990.62        990.62        928.58
2        656.79        780.89        656.79        656.79
3        590.06        591.55        591.55        590.06
4        519.3        519.3        519.3        519.3
5        461.43        648.36        487.21        461.43
6        408.73        466.78        411.7        407.63
7        382.45        382.45        395.13        382.45
8        363.2        363.29        365.88        363.11
9        339.4        342.08        342.08        339.4
10        325.94        343.1        336.9        325.94
11        315.46        318.28        336.9        313.99
12        302.53        311.14        336.9        302.53
13        292.69        299.1        336.9        292.69
14        285.47        298.48        336.9        285.47
15        278.94        288.14        336.9        278.94
16        273.89        285.46        336.9        272.99
17        268.92        285.46        336.9        268.19
18        263.07        285.46        336.9        263.07
19        258.31        285.46        336.9        258.31
20        253.96        253.96        336.9        253.96
