cost        CG2        HBCS        ScaleStar        OPT
1        1027.3        1077.45        1034.52        1027.3
2        757.85        1009.24        757.85        757.85
3        668.81        760.61        668.81        668.81
4        591.68        678.59        609.17        591.68
5        530.48        712.66        527.15        527.15
6        467.15        685.32        470.83        467.15
7        441.15        579.07        441.15        439.81
8        413.81        466.44        413.81        413.81
9        391.36        403.19        403.19        391.36
10        375.03        375.03        384.42        375.03
11        360.19        369.4        384.42        360.19
12        346.52        365.65        384.42        346.52
13        335.66        351.98        384.42        335.66
14        328.83        346.66        384.42        328.64
15        320.63        346.66        384.42        320.63
16        312.92        346.66        384.42        312.92
17        308.06        346.66        384.42        307.6
18        301.67        346.66        384.42        301.67
19        296.94        343.19        384.42        296.53
20        291.06        291.06        384.42        291.06
